Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Skills_Tokenized
192623239,Suzanne,James,Suzanne.James000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,37,30000,High,3.99,High,FALSE,"['Adaptability', 'Machine Learning Algorithms', 'Computer Vision', 'Deep Learning', 'Critical Thinking', 'Cloud Computing', 'Software Engineering Principles', 'AI Ethics and Governance', 'Project Management', 'Model Training and Evaluation', 'Ethical Considerations', 'Leadership', 'Creativity', 'Data Engineering', 'Curiosity', 'Collaboration', 'DevOps', 'Data-Driven Decision Making', 'Problem-Solving', 'Big Data Technologies', 'Database Management', 'AI Frameworks and Libraries', 'Data Analysis', 'API Development', 'Algorithm Development', 'Attention to Detail', 'Programming', 'Programming Languages', 'Communication', 'Robotics', 'Data Preprocessing', 'Presentation Skills', 'ETL Processes', 'Business Acumen', 'Edge Computing', 'Market Analysis', 'IoT Integration']"
449724178,Sean,Pena,Sean.Pena000@mymdc.net,Data Analytics,Data Scientist,23,72385,Medium,3.36,Medium,TRUE,"['Market Analysis', 'API Development', 'AI Frameworks and Libraries', 'Software Engineering Principles', 'Attention to Detail', 'Project Management', 'Big Data Technologies', 'Creativity', 'Robotics', 'DevOps', 'Data Analysis', 'Data-Driven Decision Making', 'Deep Learning', 'Curiosity', 'Natural Language Processing (NLP)', 'Model Training and Evaluation', 'Data Visualization', 'Data Engineering', 'Leadership', 'Database Management', 'Business Acumen', 'Adaptability', 'Data Preprocessing']"
311289431,Robert,Vang,Robert.Vang000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,28,30000,High,2.81,Low,FALSE,"['Algorithm Development', 'Data Visualization', 'Attention to Detail', 'Data Preprocessing', 'Problem-Solving', 'Ethical Considerations', 'Project Management', 'AI Frameworks and Libraries', 'Data-Driven Decision Making', 'Adaptability', 'Deep Learning', 'Database Management', 'Leadership', 'Communication', 'Data Analysis', 'IoT Integration', 'Presentation Skills', 'API Development', 'Curiosity', 'Robotics', 'Creativity', 'Natural Language Processing (NLP)', 'DevOps', 'Programming Languages', 'Machine Learning Algorithms', 'Cloud Computing', 'Model Training and Evaluation', 'Data Engineering']"
460515834,Dalton,Cooper,Dalton.Cooper000@mymdc.net,Data Analytics,Marketing Analyst,33,30000,High,2.6,Low,FALSE,"['Data Engineering', 'Attention to Detail', 'Data Analysis', 'Problem-Solving', 'Project Management', 'Model Training and Evaluation', 'Programming Languages', 'Algorithm Development', 'Robotics', 'Natural Language Processing (NLP)', 'Database Management', 'Collaboration', 'Business Acumen', 'Market Analysis', 'Cloud Computing', 'Data-Driven Decision Making', 'Edge Computing', 'Creativity', 'AI Frameworks and Libraries', 'Ethical Considerations', 'API Development', 'Adaptability', 'Presentation Skills', 'Communication', 'Data Preprocessing', 'AI Ethics and Governance', 'Leadership', 'Data Visualization', 'DevOps', 'Computer Vision', 'Programming', 'Big Data Technologies', 'Curiosity']"
539493839,Mckenzie,Smith,Mckenzie.Smith000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,25,30000,High,3.29,Medium,FALSE,"['Cloud Computing', 'Deep Learning', 'Big Data Technologies', 'Software Engineering Principles', 'DevOps', 'AI Frameworks and Libraries', 'Market Analysis', 'Programming Languages', 'IoT Integration', 'Leadership', 'Data Visualization', 'Edge Computing', 'Data Analysis', 'Adaptability', 'Communication', 'ETL Processes', 'API Development', 'Curiosity', 'Data-Driven Decision Making', 'Computer Vision', 'Attention to Detail', 'Creativity', 'Project Management', 'Robotics', 'Problem-Solving']"
556991518,Nicole,Chavez,Nicole.Chavez000@mymdc.net,Applied Artificial Intelligence,AI Engineer,28,30000,High,2.39,Very Low,FALSE,"['Machine Learning Algorithms', 'Market Analysis', 'Curiosity', 'AI Frameworks and Libraries', 'Data Visualization', 'Big Data Technologies', 'Database Management', 'Creativity', 'DevOps', 'Problem-Solving', 'Programming', 'Data-Driven Decision Making', 'Data Engineering', 'Leadership', 'Algorithm Development', 'Ethical Considerations', 'Business Acumen', 'Computer Vision', 'Project Management', 'Communication', 'Programming Languages', 'AI Ethics and Governance', 'Software Engineering Principles', 'Adaptability', 'Data Preprocessing', 'API Development', 'Data Analysis', 'Attention to Detail']"
614655497,Laura,Bryant,Laura.Bryant000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,1,100009,High,2.11,Very Low,TRUE,['API Development']
335975394,Hunter,Smith,Hunter.Smith000@mymdc.net,Data Analytics,Data Analyst,29,30000,High,2.21,Very Low,FALSE,"['IoT Integration', 'Curiosity', 'API Development', 'AI Frameworks and Libraries', 'Presentation Skills', 'Natural Language Processing (NLP)', 'Project Management', 'Market Analysis', 'Software Engineering Principles', 'Leadership', 'Collaboration', 'Big Data Technologies', 'Robotics', 'Edge Computing', 'Data Engineering', 'Critical Thinking', 'Data Analysis', 'AI Ethics and Governance', 'Adaptability', 'Cloud Computing', 'Data Preprocessing', 'Database Management', 'Machine Learning Algorithms', 'Communication', 'Business Acumen', 'Algorithm Development', 'Programming Languages', 'Data-Driven Decision Making', 'Data Visualization']"
344897786,Jennifer,Nicholson,Jennifer.Nicholson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,8,30000,High,3.83,High,FALSE,"['Computer Vision', 'Edge Computing', 'AI Frameworks and Libraries', 'Cloud Computing', 'Robotics', 'Software Engineering Principles', 'API Development', 'Creativity']"
500379145,Tanya,Martin,Tanya.Martin000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,12,30000,High,2.46,Very Low,FALSE,"['Market Analysis', 'API Development', 'Project Management', 'AI Ethics and Governance', 'Attention to Detail', 'Data-Driven Decision Making', 'IoT Integration', 'Database Management', 'Business Acumen', 'Computer Vision', 'Presentation Skills', 'Software Engineering Principles']"
460858762,Shaun,Garcia,Shaun.Garcia000@mymdc.net,Data Analytics,Operations Analyst,35,30000,High,2.27,Very Low,FALSE,"['IoT Integration', 'Collaboration', 'Robotics', 'Creativity', 'ETL Processes', 'Machine Learning Algorithms', 'Leadership', 'Communication', 'Model Training and Evaluation', 'Data Preprocessing', 'Data Visualization', 'AI Ethics and Governance', 'Computer Vision', 'Curiosity', 'Data Analysis', 'Programming', 'Presentation Skills', 'Software Engineering Principles', 'Data Engineering', 'Attention to Detail', 'Business Acumen', 'AI Frameworks and Libraries', 'DevOps', 'Problem-Solving', 'Cloud Computing', 'Database Management', 'Critical Thinking', 'Deep Learning', 'Ethical Considerations', 'API Development', 'Market Analysis', 'Project Management', 'Adaptability', 'Big Data Technologies', 'Natural Language Processing (NLP)']"
183275707,Thomas,Reynolds,Thomas.Reynolds000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,15,98372,High,3.59,High,TRUE,"['Data Engineering', 'Algorithm Development', 'Leadership', 'DevOps', 'Collaboration', 'Communication', 'Presentation Skills', 'Software Engineering Principles', 'Data Visualization', 'Market Analysis', 'Project Management', 'Cloud Computing', 'Data Analysis', 'Programming Languages', 'Data Preprocessing']"
121255549,Emily,Kent,Emily.Kent000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,37,30000,High,2.65,Low,FALSE,"['Computer Vision', 'Data Visualization', 'Critical Thinking', 'Data-Driven Decision Making', 'Natural Language Processing (NLP)', 'Edge Computing', 'ETL Processes', 'Data Analysis', 'Project Management', 'DevOps', 'Attention to Detail', 'Collaboration', 'Software Engineering Principles', 'Machine Learning Algorithms', 'Data Preprocessing', 'Problem-Solving', 'Creativity', 'IoT Integration', 'Database Management', 'Business Acumen', 'Big Data Technologies', 'Robotics', 'Deep Learning', 'Curiosity', 'Adaptability', 'Model Training and Evaluation', 'AI Ethics and Governance', 'Ethical Considerations', 'Market Analysis', 'AI Frameworks and Libraries', 'Leadership', 'API Development', 'Algorithm Development', 'Data Engineering', 'Programming Languages', 'Programming', 'Cloud Computing']"
605653599,Vicki,Mcdaniel,Vicki.Mcdaniel000@mymdc.net,Applied Artificial Intelligence,AI Engineer,24,30000,High,3.27,Medium,FALSE,"['Presentation Skills', 'ETL Processes', 'Problem-Solving', 'Data Analysis', 'IoT Integration', 'Computer Vision', 'Robotics', 'Critical Thinking', 'Data Engineering', 'AI Frameworks and Libraries', 'Programming', 'Leadership', 'Software Engineering Principles', 'Model Training and Evaluation', 'Market Analysis', 'Big Data Technologies', 'Natural Language Processing (NLP)', 'Machine Learning Algorithms', 'Data Visualization', 'Attention to Detail', 'Project Management', 'API Development', 'Edge Computing', 'Programming Languages']"
455973091,Angela,Wallace,Angela.Wallace000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,21,30000,High,2.58,Low,FALSE,"['Programming', 'Communication', 'Model Training and Evaluation', 'API Development', 'Presentation Skills', 'Project Management', 'Business Acumen', 'Collaboration', 'Problem-Solving', 'IoT Integration', 'DevOps', 'Big Data Technologies', 'Data Visualization', 'Deep Learning', 'Data-Driven Decision Making', 'Adaptability', 'Programming Languages', 'Database Management', 'Creativity', 'Natural Language Processing (NLP)', 'Curiosity']"
824543885,Keith,Smith,Keith.Smith000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,12,30000,High,2.53,Low,FALSE,"['Communication', 'Machine Learning Algorithms', 'Software Engineering Principles', 'Big Data Technologies', 'Critical Thinking', 'Attention to Detail', 'Problem-Solving', 'Robotics', 'Algorithm Development', 'Deep Learning', 'AI Ethics and Governance', 'Creativity']"
977986567,Richard,Hutchinson,Richard.Hutchinson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,1,30000,High,3.47,Medium,FALSE,['Data Visualization']
361243983,Justin,Sanchez,Justin.Sanchez000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,9,109097,High,2.86,Low,TRUE,"['Edge Computing', 'AI Ethics and Governance', 'Data Engineering', 'Problem-Solving', 'Communication', 'IoT Integration', 'Programming Languages', 'Leadership', 'Data-Driven Decision Making']"
572802724,Willie,Kane,Willie.Kane000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,17,30000,High,2.41,Very Low,FALSE,"['DevOps', 'Robotics', 'Collaboration', 'AI Frameworks and Libraries', 'Model Training and Evaluation', 'Programming Languages', 'Ethical Considerations', 'Algorithm Development', 'Cloud Computing', 'Data-Driven Decision Making', 'Project Management', 'Database Management', 'Data Analysis', 'Data Preprocessing', 'API Development', 'AI Ethics and Governance', 'Problem-Solving']"
227709553,Christopher,Nunez,Christopher.Nunez000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,8,30000,High,3.28,Medium,FALSE,"['API Development', 'Leadership', 'Critical Thinking', 'Business Acumen', 'Cloud Computing', 'AI Ethics and Governance', 'ETL Processes', 'Project Management']"
351907553,Dana,Huang,Dana.Huang000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,36,30000,High,2.99,Low,FALSE,"['Problem-Solving', 'Data Analysis', 'Data Engineering', 'Adaptability', 'ETL Processes', 'DevOps', 'Big Data Technologies', 'Data Preprocessing', 'Database Management', 'Computer Vision', 'Robotics', 'Ethical Considerations', 'Leadership', 'AI Frameworks and Libraries', 'Curiosity', 'Data-Driven Decision Making', 'Programming Languages', 'Collaboration', 'Attention to Detail', 'Programming', 'Project Management', 'Software Engineering Principles', 'Communication', 'Critical Thinking', 'Data Visualization', 'Model Training and Evaluation', 'Market Analysis', 'Creativity', 'Presentation Skills', 'Natural Language Processing (NLP)', 'Cloud Computing', 'Machine Learning Algorithms', 'Business Acumen', 'Algorithm Development', 'Deep Learning', 'AI Ethics and Governance']"
414281393,Jose,Moore,Jose.Moore000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,26,30000,High,3.86,High,FALSE,"['AI Frameworks and Libraries', 'IoT Integration', 'Software Engineering Principles', 'Computer Vision', 'Deep Learning', 'Machine Learning Algorithms', 'Critical Thinking', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Curiosity', 'Business Acumen', 'Attention to Detail', 'Data Visualization', 'AI Ethics and Governance', 'Data Preprocessing', 'Communication', 'Problem-Solving', 'Project Management', 'Cloud Computing', 'Market Analysis', 'Data-Driven Decision Making', 'Presentation Skills', 'Robotics', 'Leadership', 'ETL Processes', 'Big Data Technologies']"
723171069,Teresa,Mcbride,Teresa.Mcbride000@mymdc.net,Applied Artificial Intelligence,AI Engineer,18,109043,High,2.68,Low,TRUE,"['Data Analysis', 'Problem-Solving', 'Critical Thinking', 'AI Frameworks and Libraries', 'Market Analysis', 'Adaptability', 'Data Engineering', 'Creativity', 'Model Training and Evaluation', 'Edge Computing', 'Data Visualization', 'Attention to Detail', 'AI Ethics and Governance', 'Robotics', 'API Development', 'Data Preprocessing', 'Machine Learning Algorithms', 'Leadership']"
779539531,Michael,Oneal,Michael.Oneal000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,9,109421,High,3.5,Medium,TRUE,"['Database Management', 'Leadership', 'Computer Vision', 'Ethical Considerations', 'Data Visualization', 'AI Frameworks and Libraries', 'Data Engineering', 'DevOps', 'Attention to Detail']"
637612372,Ian,Rowe,Ian.Rowe000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,9,30000,High,2.69,Low,FALSE,"['Computer Vision', 'DevOps', 'Model Training and Evaluation', 'Data Engineering', 'Machine Learning Algorithms', 'Algorithm Development', 'Presentation Skills', 'Programming', 'Big Data Technologies']"
309907534,Shelby,Koch,Shelby.Koch000@mymdc.net,Data Analytics,Business Intelligence Analyst,1,30000,High,3.15,Medium,FALSE,['Edge Computing']
505522743,Mark,Garrett,Mark.Garrett000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,33,30000,High,2.95,Low,FALSE,"['Presentation Skills', 'Data Engineering', 'Curiosity', 'Cloud Computing', 'Critical Thinking', 'Creativity', 'Adaptability', 'API Development', 'Algorithm Development', 'AI Ethics and Governance', 'Robotics', 'Data Analysis', 'Deep Learning', 'Computer Vision', 'Database Management', 'Attention to Detail', 'Data Preprocessing', 'Data-Driven Decision Making', 'Natural Language Processing (NLP)', 'Project Management', 'Communication', 'Collaboration', 'DevOps', 'Software Engineering Principles', 'Ethical Considerations', 'Machine Learning Algorithms', 'IoT Integration', 'Edge Computing', 'Leadership', 'Model Training and Evaluation', 'Data Visualization', 'Big Data Technologies', 'AI Frameworks and Libraries']"
613996547,Steven,Johnson,Steven.Johnson000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,23,30000,High,3.54,High,FALSE,"['Project Management', 'Presentation Skills', 'Creativity', 'Data Preprocessing', 'Problem-Solving', 'Critical Thinking', 'Model Training and Evaluation', 'Computer Vision', 'ETL Processes', 'Adaptability', 'Robotics', 'Algorithm Development', 'Collaboration', 'AI Frameworks and Libraries', 'Edge Computing', 'Data-Driven Decision Making', 'Deep Learning', 'Attention to Detail', 'Data Engineering', 'Curiosity', 'Market Analysis', 'Business Acumen', 'API Development']"
972885809,Kelsey,Myers,Kelsey.Myers000@mymdc.net,Applied Artificial Intelligence,AI Engineer,30,30000,High,2.11,Very Low,FALSE,"['Natural Language Processing (NLP)', 'Business Acumen', 'AI Frameworks and Libraries', 'Leadership', 'Attention to Detail', 'Robotics', 'Collaboration', 'Ethical Considerations', 'ETL Processes', 'Big Data Technologies', 'Deep Learning', 'API Development', 'Data-Driven Decision Making', 'Programming Languages', 'Data Analysis', 'Problem-Solving', 'Communication', 'Data Preprocessing', 'Market Analysis', 'Software Engineering Principles', 'Data Engineering', 'IoT Integration', 'Model Training and Evaluation', 'Critical Thinking', 'Edge Computing', 'Presentation Skills', 'Cloud Computing', 'Machine Learning Algorithms', 'Computer Vision', 'Creativity']"
